user_id,month,total_income,total_spending,total_saving,saving_rate,restaurant_ratio,coffee_ratio,shopping_ratio,transport_ratio,electronics_ratio,entertainment_ratio,weekend_spending_ratio,planned_purchase_ratio,online_purchase_ratio,budget_adherence,financial_score,goal_progress,consecutive_budget_success,spending_trend,financial_personality,target_months,financial_risk,will_reach_goal,behavior_label,recommended_action
36,12,2500,498.62,2001.38,0.801,0.062,0.0,0.0,0.07,0.0,0.0,0.016,0.833,0.25,0.783,60,0.0,1,Decreasing,Budget Student,9,Medium,No,Balanced,Increase Monthly Savings
37,1,1800,355.17,1444.83,0.803,0.578,0.24,0.0,0.182,0.0,0.0,0.661,0.6,0.5,0.747,60,0.0,1,Stable,Social Spender,12,Medium,Yes,Balanced,Reduce Coffee Spending
37,2,1800,488.88,1311.12,0.728,0.963,0.0,0.0,0.037,0.0,0.0,0.388,0.5,0.125,0.652,60,0.0,1,Increasing,Social Spender,12,Medium,Yes,Balanced,Reduce Restaurant Spending
37,3,1800,1062.66,737.34,0.41,0.464,0.013,0.44,0.0,0.0,0.0,0.132,0.2,0.3,0.243,60,0.0,1,Increasing,Social Spender,12,Medium,Yes,Balanced,Reduce Shopping
37,4,1800,370.46,1429.54,0.794,0.0,0.0,0.0,0.044,0.0,0.455,0.044,0.6,0.2,0.736,60,0.0,1,Decreasing,Social Spender,12,Medium,Yes,Balanced,Increase Monthly Savings
37,5,1800,1140.91,659.09,0.366,0.0,0.021,0.0,0.0,0.0,0.0,0.121,0.667,0.667,0.188,60,0.0,1,Increasing,Social Spender,12,Medium,Yes,Balanced,Increase Monthly Savings
37,6,1800,369.89,1430.11,0.795,0.618,0.0,0.328,0.0,0.0,0.054,0.0,0.143,0.429,0.737,60,0.0,1,Decreasing,Social Spender,12,Medium,Yes,Balanced,Reduce Shopping
37,7,1800,3864.93,-2064.93,-1.147,0.018,0.015,0.238,0.006,0.0,0.05,0.184,0.4,0.3,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
37,8,1800,1435.97,364.03,0.202,0.028,0.016,0.553,0.0,0.0,0.108,0.0,0.571,0.429,0.0,60,0.0,1,Decreasing,Social Spender,12,Medium,No,Balanced,Reduce Shopping
37,9,1800,1093.74,706.26,0.392,0.028,0.0,0.0,0.0,0.0,0.087,0.038,0.5,0.5,0.221,60,0.0,1,Decreasing,Social Spender,12,Medium,Yes,Balanced,Increase Monthly Savings
37,10,1800,4904.41,-3104.41,-1.725,0.019,0.0,0.134,0.006,0.0,0.042,0.387,0.8,0.2,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
37,11,1800,1089.04,710.96,0.395,0.046,0.059,0.0,0.0,0.0,0.131,0.19,0.5,0.333,0.224,100,0.342,1,Decreasing,Social Spender,12,Low,No,Disciplined,Maintain Current Habits
37,12,1800,361.35,1438.65,0.799,0.393,0.0,0.0,0.051,0.0,0.556,0.183,0.4,0.2,0.743,60,0.0,1,Decreasing,Social Spender,12,Medium,No,Balanced,Reduce Restaurant Spending
38,1,1000,372.25,627.75,0.628,0.081,0.0,0.0,0.072,0.0,0.0,0.319,0.889,0.444,0.571,60,0.0,1,Stable,Budget Student,3,Medium,Yes,Balanced,Increase Monthly Savings
38,2,1000,458.29,541.71,0.542,0.164,0.0,0.0,0.026,0.0,0.0,0.519,0.889,0.222,0.471,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,3,1000,629.11,370.89,0.371,0.0,0.019,0.0,0.041,0.0,0.0,0.291,1.0,0.385,0.274,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,4,1000,279.41,720.59,0.721,0.141,0.043,0.0,0.063,0.0,0.0,0.381,0.875,0.25,0.678,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,5,1000,336.47,663.53,0.664,0.0,0.071,0.0,0.081,0.0,0.0,0.41,0.778,0.556,0.612,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,6,1000,235.87,764.13,0.764,0.0,0.102,0.0,0.102,0.0,0.0,0.0,1.0,0.375,0.728,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,7,1000,433.59,566.41,0.566,0.09,0.028,0.0,0.063,0.0,0.0,0.3,1.0,0.3,0.5,60,0.0,1,Increasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,8,1000,267.24,732.76,0.733,0.251,0.09,0.0,0.08,0.0,0.0,0.156,1.0,0.125,0.692,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Reduce Restaurant Spending
38,9,1000,402.15,597.85,0.598,0.158,0.03,0.0,0.085,0.0,0.0,0.168,0.818,0.364,0.536,100,0.021,1,Increasing,Budget Student,3,Low,No,Disciplined,Maintain Current Habits
38,10,1000,373.84,626.16,0.626,0.0,0.064,0.0,0.043,0.0,0.0,0.102,1.0,0.4,0.569,60,0.0,1,Stable,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,11,1000,353.41,646.59,0.647,0.0,0.0,0.0,0.068,0.0,0.0,0.142,1.0,0.286,0.592,60,0.0,1,Stable,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
38,12,1000,208.36,791.64,0.792,0.144,0.058,0.0,0.0,0.0,0.0,0.357,1.0,0.4,0.76,60,0.0,1,Decreasing,Budget Student,3,Medium,No,Balanced,Increase Monthly Savings
39,1,1000,659.93,340.07,0.34,0.118,0.021,0.0,0.023,0.379,0.053,0.478,0.667,0.333,0.29,60,0.0,1,Stable,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
39,2,1000,365.41,634.59,0.635,0.171,0.039,0.0,0.045,0.0,0.0,0.327,0.5,0.625,0.607,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
39,3,1000,495.48,504.52,0.505,0.061,0.0,0.0,0.028,0.0,0.0,0.0,0.667,0.667,0.467,60,0.0,1,Increasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
39,4,1000,341.93,658.07,0.658,0.0,0.086,0.0,0.121,0.0,0.0,0.691,0.75,0.25,0.632,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
39,5,1000,393.04,606.96,0.607,0.0,0.0,0.0,0.032,0.0,0.104,0.463,0.667,0.5,0.577,60,0.0,1,Increasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
39,6,1000,1413.12,-413.12,-0.413,0.021,0.0,0.125,0.007,0.778,0.048,0.0,1.0,0.333,0.0,60,0.0,1,Increasing,Balanced,12,High,No,Overspender,Emergency Spending Alert
39,7,1000,780.72,219.28,0.219,0.0,0.0,0.747,0.0,0.0,0.13,0.678,1.0,1.0,0.16,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Reduce Shopping
39,8,1000,465.87,534.13,0.534,0.117,0.036,0.664,0.0,0.0,0.183,0.183,0.8,0.4,0.499,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Reduce Shopping
39,9,1000,1322.97,-322.97,-0.323,0.113,0.037,0.0,0.03,0.768,0.052,0.07,0.75,0.417,0.0,60,0.0,1,Increasing,Balanced,12,High,No,Overspender,Emergency Spending Alert
39,10,1000,1942.51,-942.51,-0.943,0.024,0.015,0.058,0.0,0.829,0.018,0.976,1.0,0.429,0.0,60,0.0,1,Increasing,Balanced,12,High,No,Overspender,Emergency Spending Alert
39,11,1000,2064.77,-1064.77,-1.065,0.052,0.014,0.0,0.015,0.811,0.0,0.855,1.0,0.333,0.0,60,0.0,1,Stable,Balanced,12,High,No,Overspender,Emergency Spending Alert
39,12,1000,235.09,764.91,0.765,0.383,0.0,0.0,0.117,0.0,0.0,0.08,0.714,0.143,0.747,60,0.0,1,Decreasing,Balanced,12,Medium,No,Balanced,Reduce Restaurant Spending
40,1,990,755.56,234.44,0.237,0.079,0.018,0.497,0.05,0.0,0.026,0.295,0.824,0.294,0.079,60,0.0,1,Stable,Disciplined,3,Medium,No,Balanced,Reduce Shopping
40,2,990,350.48,639.52,0.646,0.086,0.0,0.243,0.0,0.0,0.0,0.0,1.0,0.5,0.573,60,0.0,1,Decreasing,Disciplined,3,Medium,No,Balanced,Increase Monthly Savings
40,3,990,645.39,344.61,0.348,0.046,0.0,0.0,0.025,0.0,0.0,0.0,1.0,0.273,0.213,60,0.0,1,Increasing,Disciplined,3,Medium,No,Balanced,Increase Monthly Savings
40,4,990,323.4,666.6,0.673,0.186,0.0,0.0,0.033,0.0,0.0,0.207,1.0,0.286,0.606,60,0.0,1,Decreasing,Disciplined,3,Medium,No,Balanced,Increase Monthly Savings
40,5,990,1715.15,-725.15,-0.732,0.0,0.0,0.093,0.015,0.752,0.017,0.073,1.0,0.25,0.0,60,0.0,1,Increasing,Disciplined,3,High,No,Overspender,Emergency Spending Alert
40,6,990,1234.63,-244.63,-0.247,0.024,0.01,0.088,0.006,0.594,0.0,0.031,0.923,0.385,0.0,60,0.0,1,Decreasing,Disciplined,3,High,No,Overspender,Emergency Spending Alert
40,7,990,373.63,616.37,0.623,0.253,0.032,0.0,0.0,0.0,0.0,0.273,1.0,0.375,0.545,60,0.0,1,Decreasing,Disciplined,3,Medium,No,Balanced,Reduce Restaurant Spending
40,8,990,1021.29,-31.29,-0.032,0.029,0.0,0.0,0.008,0.678,0.028,0.057,0.75,0.125,0.0,60,0.0,1,Increasing,Disciplined,3,High,No,Overspender,Emergency Spending Alert
40,9,990,218.61,771.39,0.779,0.137,0.055,0.0,0.11,0.0,0.0,0.255,1.0,0.125,0.734,60,0.0,1,Decreasing,Disciplined,3,Medium,No,Balanced,Increase Monthly Savings
40,10,990,2246.31,-1256.31,-1.269,0.027,0.0,0.0,0.009,0.871,0.0,0.424,0.8,0.6,0.0,60,0.0,1,Increasing,Disciplined,3,High,No,Overspender,Emergency Spending Alert
40,11,990,367.66,622.34,0.629,0.082,0.0,0.0,0.028,0.0,0.0,0.0,1.0,0.286,0.552,60,0.0,1,Decreasing,Disciplined,3,Medium,No,Balanced,Increase Monthly Savings
40,12,990,480.79,509.21,0.514,0.0,0.025,0.0,0.017,0.0,0.0,0.457,1.0,0.4,0.414,60,0.0,1,Increasing,Disciplined,3,Medium,No,Balanced,Increase Monthly Savings
41,1,2190,446.83,1743.17,0.796,0.0,0.0,0.0,0.066,0.0,0.0,0.845,1.0,0.0,0.753,100,0.47,1,Stable,Balanced,12,Low,Yes,Disciplined,Maintain Current Habits
41,2,2190,517.65,1672.35,0.764,0.0,0.025,0.155,0.056,0.0,0.0,0.321,0.714,0.714,0.714,60,0.0,1,Increasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
41,3,2190,536.23,1653.77,0.755,0.144,0.0,0.0,0.082,0.0,0.114,0.19,0.429,0.571,0.704,60,0.0,1,Stable,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
41,4,2190,1275.98,914.02,0.417,0.0,0.032,0.204,0.0,0.714,0.0,0.05,0.857,0.429,0.294,60,0.0,1,Increasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
41,5,2190,616.15,1573.85,0.719,0.105,0.019,0.132,0.0,0.0,0.0,0.1,0.625,0.75,0.659,85,0.063,1,Decreasing,Balanced,12,Low,Yes,Disciplined,Maintain Current Habits
41,6,2190,360.88,1829.12,0.835,0.153,0.0,0.824,0.023,0.0,0.0,0.0,0.4,0.4,0.8,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Reduce Shopping
41,7,2190,969.5,1220.5,0.557,0.041,0.032,0.0,0.01,0.509,0.0,0.509,0.625,0.625,0.464,60,0.0,1,Increasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
41,8,2190,415.62,1774.38,0.81,0.372,0.054,0.0,0.0,0.0,0.227,0.248,0.714,0.0,0.77,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Reduce Restaurant Spending
41,9,2190,353.44,1836.56,0.839,0.0,0.0,0.0,0.081,0.0,0.192,0.047,1.0,1.0,0.805,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
41,10,2190,298.12,1891.88,0.864,0.0,0.097,0.0,0.027,0.0,0.0,0.0,1.0,0.2,0.835,60,0.0,1,Decreasing,Balanced,12,Medium,Yes,Balanced,Increase Monthly Savings
41,11,2190,903.51,1286.49,0.587,0.108,0.0,0.466,0.0,0.0,0.11,0.447,0.667,0.222,0.5,92,0.152,1,Increasing,Balanced,12,Low,No,Disciplined,Reduce Shopping
41,12,2190,690.45,1499.55,0.685,0.0,0.021,0.391,0.082,0.0,0.0,0.03,0.9,0.4,0.618,60,0.0,1,Decreasing,Balanced,12,Medium,No,Balanced,Reduce Shopping
42,1,0,350.35,-350.35,-350.35,0.086,0.0,0.0,0.03,0.0,0.078,0.163,0.875,0.5,0.0,60,0.0,1,Stable,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,2,0,1293.01,-1293.01,-1293.01,0.049,0.028,0.0,0.0,0.573,0.022,0.169,0.929,0.286,0.0,60,0.0,1,Increasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,3,0,505.7,-505.7,-505.7,0.082,0.047,0.351,0.0,0.0,0.0,0.5,0.889,0.667,0.0,60,0.0,1,Decreasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,4,0,290.98,-290.98,-290.98,0.0,0.0,0.0,0.055,0.0,0.0,0.571,0.857,0.429,0.0,60,0.0,1,Decreasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,5,0,1140.23,-1140.23,-1140.23,0.053,0.0,0.0,0.007,0.651,0.0,0.095,1.0,0.364,0.0,60,0.0,1,Increasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,6,0,352.18,-352.18,-352.18,0.0,0.136,0.227,0.0,0.0,0.057,0.263,0.917,0.417,0.0,60,0.0,1,Decreasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,7,0,747.93,-747.93,-747.93,0.088,0.0,0.214,0.022,0.0,0.098,0.514,0.929,0.571,0.0,60,0.0,1,Increasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,8,0,602.52,-602.52,-602.52,0.05,0.0,0.373,0.0,0.0,0.0,0.798,1.0,0.286,0.0,60,0.0,1,Decreasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,9,0,299.14,-299.14,-299.14,0.0,0.04,0.808,0.027,0.0,0.0,0.581,0.8,0.6,0.0,60,0.0,1,Decreasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,10,0,1082.37,-1082.37,-1082.37,0.028,0.011,0.0,0.007,0.717,0.0,0.813,0.75,0.25,0.0,60,0.0,1,Increasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,11,0,171.95,-171.95,-171.95,0.0,0.07,0.0,0.152,0.0,0.234,0.287,0.833,0.5,0.0,60,0.0,1,Decreasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
42,12,0,135.96,-135.96,-135.96,0.0,0.0,0.0,0.059,0.0,0.0,0.392,1.0,0.0,0.0,60,0.0,1,Decreasing,Disciplined,6,High,No,Overspender,Emergency Spending Alert
43,1,1500,1452.51,47.49,0.032,0.024,0.0,0.0,0.008,0.83,0.0,0.422,1.0,0.714,0.0,60,0.0,1,Stable,Disciplined,9,High,No,Impulsive,Increase Savings
43,2,1500,492.62,1007.38,0.672,0.061,0.024,0.0,0.035,0.0,0.0,0.247,0.909,0.455,0.58,100,0.083,1,Decreasing,Disciplined,9,Low,Yes,Disciplined,Maintain Current Habits
43,3,1500,690.55,809.45,0.54,0.0,0.0,0.288,0.021,0.0,0.0,0.0,1.0,0.429,0.412,60,0.0,1,Increasing,Disciplined,9,Medium,Yes,Balanced,Increase Monthly Savings
43,4,1500,248.14,1251.86,0.835,0.121,0.0,0.0,0.0,0.0,0.0,0.381,0.75,0.25,0.789,60,0.0,1,Decreasing,Disciplined,9,Medium,Yes,Balanced,Increase Monthly Savings
43,5,1500,437.74,1062.26,0.708,0.069,0.057,0.183,0.0,0.0,0.0,0.029,0.778,0.222,0.627,60,0.0,1,Increasing,Disciplined,9,Medium,Yes,Balanced,Increase Monthly Savings
43,6,1500,204.24,1295.76,0.864,0.0,0.059,0.0,0.088,0.0,0.0,0.059,1.0,0.5,0.826,60,0.0,1,Decreasing,Disciplined,9,Medium,Yes,Balanced,Increase Monthly Savings
43,7,1500,1517.08,-17.08,-0.011,0.0,0.01,0.0,0.014,0.894,0.0,0.01,1.0,0.5,0.0,100,0.096,1,Increasing,Disciplined,9,High,No,Overspender,Emergency Spending Alert
43,8,1500,396.59,1103.41,0.736,0.0,0.0,0.0,0.0,0.0,0.107,0.399,1.0,0.4,0.662,60,0.0,1,Decreasing,Disciplined,9,Medium,No,Balanced,Increase Monthly Savings
43,9,1500,1571.92,-71.92,-0.048,0.0,0.0,0.0,0.0,0.864,0.0,0.0,1.0,0.5,0.0,60,0.0,1,Increasing,Disciplined,9,High,No,Overspender,Emergency Spending Alert
43,10,1500,274.89,1225.11,0.817,0.368,0.0,0.0,0.058,0.0,0.0,0.109,1.0,0.25,0.766,100,0.119,1,Decreasing,Disciplined,9,Low,No,Disciplined,Reduce Restaurant Spending
43,11,1500,700.03,799.97,0.533,0.0,0.0,0.0,0.018,0.0,0.029,0.152,1.0,0.2,0.404,60,0.0,1,Increasing,Disciplined,9,Medium,No,Balanced,Increase Monthly Savings
43,12,1500,210.64,1289.36,0.86,0.142,0.0,0.0,0.165,0.0,0.0,0.35,1.0,0.286,0.821,60,0.0,1,Decreasing,Disciplined,9,Medium,No,Balanced,Increase Monthly Savings
44,1,0,285.98,-285.98,-285.98,0.21,0.042,0.0,0.056,0.0,0.0,0.042,0.8,0.0,0.0,60,0.0,1,Stable,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,2,0,436.96,-436.96,-436.96,0.0,0.027,0.0,0.037,0.0,0.0,0.201,0.9,0.4,0.0,60,0.0,1,Increasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,3,0,520.78,-520.78,-520.78,0.058,0.023,0.0,0.017,0.0,0.0,0.017,0.889,0.444,0.0,60,0.0,1,Increasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,4,0,230.72,-230.72,-230.72,0.0,0.0,0.0,0.167,0.0,0.0,0.699,0.75,0.25,0.0,60,0.0,1,Decreasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,5,0,463.08,-463.08,-463.08,0.0,0.026,0.0,0.035,0.0,0.0,0.334,1.0,0.1,0.0,60,0.0,1,Increasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,6,0,368.56,-368.56,-368.56,0.0,0.0,0.0,0.022,0.0,0.0,0.33,0.875,0.375,0.0,60,0.0,1,Decreasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,7,0,461.25,-461.25,-461.25,0.074,0.0,0.0,0.017,0.0,0.0,0.552,0.875,0.25,0.0,60,0.0,1,Increasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,8,0,313.54,-313.54,-313.54,0.096,0.0,0.0,0.085,0.0,0.0,0.159,0.889,0.333,0.0,60,0.0,1,Decreasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,9,0,205.76,-205.76,-205.76,0.0,0.0,0.0,0.039,0.0,0.0,0.039,0.6,0.2,0.0,60,0.0,1,Decreasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,10,0,409.28,-409.28,-409.28,0.073,0.0,0.0,0.039,0.0,0.0,0.315,1.0,0.091,0.0,60,0.0,1,Increasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,11,0,156.54,-156.54,-156.54,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,60,0.0,1,Decreasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
44,12,0,214.08,-214.08,-214.08,0.0,0.056,0.0,0.037,0.0,0.0,0.727,1.0,0.2,0.0,60,0.0,1,Increasing,Budget Student,3,High,No,Overspender,Emergency Spending Alert
45,1,1000,707.68,292.32,0.292,0.195,0.0,0.805,0.0,0.0,0.0,0.537,0.0,0.25,0.249,60,0.0,1,Stable,Social Spender,12,Medium,Yes,Balanced,Reduce Shopping
45,2,1000,2470.33,-1470.33,-1.47,0.069,0.0,0.0,0.018,0.0,0.037,0.01,0.5,0.125,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
45,3,1000,3161.52,-2161.52,-2.162,0.105,0.0,0.107,0.0,0.0,0.0,0.163,0.375,0.25,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
45,4,1000,770.13,229.87,0.23,0.064,0.039,0.0,0.0,0.0,0.213,0.156,0.4,0.2,0.183,60,0.0,1,Decreasing,Social Spender,12,Medium,Yes,Balanced,Increase Monthly Savings
45,5,1000,481.77,518.23,0.518,0.0,0.085,0.671,0.076,0.0,0.168,0.168,0.286,0.143,0.489,60,0.0,1,Decreasing,Social Spender,12,Medium,Yes,Balanced,Reduce Shopping
45,6,1000,880.76,119.24,0.119,0.186,0.07,0.105,0.051,0.0,0.24,0.552,0.4,0.333,0.065,60,0.0,1,Increasing,Social Spender,12,Medium,No,Balanced,Increase Monthly Savings
45,7,1000,3221.72,-2221.72,-2.222,0.112,0.018,0.0,0.0,0.0,0.115,0.125,0.545,0.273,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
45,8,1000,1159.65,-159.65,-0.16,0.111,0.013,0.0,0.0,0.0,0.204,0.102,0.429,0.286,0.0,60,0.0,1,Decreasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
45,9,1000,1614.71,-614.71,-0.615,0.024,0.0,0.335,0.0,0.0,0.0,0.819,0.0,0.25,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
45,10,1000,4136.3,-3136.3,-3.136,0.038,0.005,0.101,0.005,0.0,0.0,0.462,0.444,0.333,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
45,11,1000,1456.24,-456.24,-0.456,0.026,0.032,0.0,0.0,0.0,0.0,0.183,0.4,0.6,0.0,60,0.0,1,Decreasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
45,12,1000,2348.88,-1348.88,-1.349,0.052,0.016,0.095,0.013,0.0,0.055,0.768,0.3,0.3,0.0,60,0.0,1,Increasing,Social Spender,12,High,No,Overspender,Emergency Spending Alert
46,1,2490,561.12,1928.88,0.775,0.13,0.033,0.579,0.07,0.0,0.0,0.599,0.875,0.625,0.754,100,0.618,1,Stable,Balanced,3,Low,Yes,Disciplined,Reduce Shopping
46,2,2490,227.38,2262.62,0.909,0.0,0.0,0.0,0.0,0.0,0.568,0.568,1.0,0.0,0.9,60,0.0,1,Decreasing,Balanced,3,Medium,No,Balanced,Increase Monthly Savings
46,3,2490,1952.31,537.69,0.216,0.04,0.01,0.285,0.014,0.536,0.0,0.091,0.9,0.5,0.144,60,0.0,1,Increasing,Balanced,3,Medium,No,Balanced,Increase Monthly Savings
46,4,2490,726.36,1763.64,0.708,0.066,0.017,0.0,0.027,0.0,0.085,0.391,0.833,0.5,0.682,92,0.181,1,Decreasing,Balanced,3,Low,No,Disciplined,Maintain Current Habits
46,5,2490,455.59,2034.41,0.817,0.209,0.085,0.0,0.019,0.0,0.0,0.521,0.333,0.444,0.8,100,0.435,1,Decreasing,Balanced,3,Low,Yes,Disciplined,Maintain Current Habits
46,6,2490,267.92,2222.08,0.892,0.304,0.116,0.0,0.03,0.0,0.0,0.045,0.5,0.5,0.883,100,0.542,1,Decreasing,Balanced,3,Low,Yes,Disciplined,Reduce Restaurant Spending
46,7,2490,938.73,1551.27,0.623,0.122,0.054,0.209,0.04,0.0,0.298,0.528,0.769,0.462,0.588,100,0.589,1,Increasing,Balanced,3,Low,Yes,Disciplined,Maintain Current Habits
46,8,2490,456.88,2033.12,0.817,0.214,0.055,0.0,0.036,0.0,0.358,0.173,0.857,0.429,0.8,100,0.502,1,Decreasing,Balanced,3,Low,Yes,Disciplined,Maintain Current Habits
46,9,2490,2097.95,392.05,0.157,0.024,0.008,0.0,0.009,0.83,0.0,0.032,0.571,0.429,0.08,60,0.0,1,Increasing,Balanced,3,Medium,No,Balanced,Increase Monthly Savings
46,10,2490,478.93,2011.07,0.808,0.0,0.0,0.0,0.044,0.0,0.131,0.983,0.833,0.5,0.79,60,0.0,1,Decreasing,Balanced,3,Medium,No,Balanced,Increase Monthly Savings
46,11,2490,2699.79,-209.79,-0.084,0.052,0.01,0.0,0.0,0.816,0.0,0.068,0.667,0.333,0.0,75,0.053,1,Increasing,Balanced,3,High,No,Overspender,Emergency Spending Alert
46,12,2490,1111.67,1378.33,0.554,0.038,0.025,0.273,0.013,0.0,0.037,0.164,0.818,0.364,0.513,100,0.364,1,Decreasing,Balanced,3,Low,No,Disciplined,Maintain Current Habits
47,1,2190,2162.04,27.96,0.013,0.023,0.0,0.0,0.009,0.769,0.05,0.073,0.875,0.5,0.0,60,0.0,1,Stable,Balanced,9,High,No,Impulsive,Increase Savings
47,2,2190,2435.11,-245.11,-0.112,0.017,0.005,0.0,0.007,0.801,0.0,0.005,0.875,0.125,0.0,60,0.0,1,Increasing,Balanced,9,High,No,Overspender,Emergency Spending Alert
47,3,2190,675.15,1514.85,0.692,0.115,0.0,0.414,0.0,0.0,0.0,0.704,1.0,0.75,0.624,100,0.205,1,Decreasing,Balanced,9,Low,Yes,Disciplined,Reduce Shopping
47,4,2190,636.46,1553.54,0.709,0.158,0.045,0.241,0.03,0.0,0.103,0.352,0.727,0.182,0.646,60,0.0,1,Stable,Balanced,9,Medium,Yes,Balanced,Increase Monthly Savings
47,5,2190,2022.2,167.8,0.077,0.015,0.0,0.159,0.024,0.675,0.0,0.73,0.778,0.778,0.0,60,0.0,1,Increasing,Balanced,9,Medium,No,Balanced,Increase Savings
47,6,2190,508.95,1681.05,0.768,0.071,0.024,0.391,0.057,0.0,0.0,0.423,0.889,0.222,0.717,60,0.0,1,Decreasing,Balanced,9,Medium,Yes,Balanced,Reduce Shopping
47,7,2190,1277.19,912.81,0.417,0.058,0.0,0.184,0.009,0.551,0.053,0.119,0.857,0.429,0.29,60,0.0,1,Increasing,Balanced,9,Medium,No,Balanced,Increase Monthly Savings
47,8,2190,376.63,1813.37,0.828,0.128,0.0,0.0,0.099,0.0,0.0,0.602,1.0,0.667,0.791,60,0.0,1,Decreasing,Balanced,9,Medium,No,Balanced,Increase Monthly Savings
47,9,2190,3384.19,-1194.19,-0.545,0.0,0.0,0.108,0.009,0.848,0.0,0.509,0.857,0.286,0.0,60,0.0,1,Increasing,Balanced,9,High,No,Overspender,Emergency Spending Alert
47,10,2190,642.58,1547.42,0.707,0.067,0.027,0.155,0.039,0.0,0.0,0.565,0.667,0.444,0.643,60,0.0,1,Decreasing,Balanced,9,Medium,No,Balanced,Increase Monthly Savings
47,11,2190,1837.86,352.14,0.161,0.016,0.0,0.0,0.042,0.705,0.096,0.767,0.727,0.364,0.0,60,0.0,1,Increasing,Balanced,9,Medium,No,Balanced,Increase Monthly Savings
47,12,2190,251.78,1938.22,0.885,0.119,0.0,0.0,0.064,0.0,0.212,0.0,0.5,0.75,0.86,60,0.0,1,Decreasing,Balanced,9,Medium,No,Balanced,Increase Monthly Savings
48,1,2300,274.41,2025.59,0.881,0.179,0.063,0.0,0.094,0.0,0.133,0.545,0.833,0.5,0.866,100,0.392,1,Stable,Coffee Lover,12,Low,Yes,Disciplined,Maintain Current Habits
